location,timestamp
Front Left,2014-01-29T02:46:08.000Z
Mid Right Spot,2014-01-29T02:46:10.000Z
Mid Right Spot,2014-01-29T02:46:15.000Z
Mid Right Spot,2014-01-29T02:46:22.000Z
Another Spot,2014-01-29T02:46:32.000Z
Another Spot,2014-01-29T02:46:38.000Z
Back Right,2014-01-29T02:46:42.000Z
Another Spot,2014-01-29T02:46:42.000Z
Near the Front,2014-01-29T02:46:47.000Z
Another Spot,2014-01-29T02:46:52.000Z
Back Right,2014-01-29T02:46:57.000Z
Back Left,2014-01-29T02:47:02.000Z
Back Left,2014-01-29T02:47:05.000Z
Back Left,2014-01-29T02:47:08.000Z
Another Spot,2014-01-29T02:47:18.000Z
Party in the Back,2014-01-29T02:47:19.000Z
Front Door,2014-01-29T02:47:21.000Z
Party in the Back,2014-01-29T02:47:22.000Z
Mid Right Spot,2014-01-29T02:47:23.000Z
Mid Right Spot,2014-01-29T02:47:29.000Z
Mid Right Spot,2014-01-29T02:47:32.000Z
Near the Front,2014-01-29T02:47:44.000Z
Near the Party,2014-01-29T02:47:59.000Z
Near the Party,2014-01-29T02:48:04.000Z
Near the Front,2014-01-29T02:48:08.000Z
Near the Front,2014-01-29T02:48:13.000Z
Near the Front,2014-01-29T02:48:21.000Z
Near the Front,2014-01-29T02:48:49.000Z
Back Left,2014-01-29T02:48:51.000Z
Near the Party,2014-01-29T02:48:53.000Z
Another Spot,2014-01-29T02:48:54.000Z
Mid Right Spot,2014-01-29T02:48:55.000Z
Near the Front,2014-01-29T02:48:59.000Z
Near the Front,2014-01-29T02:49:04.000Z
Near the Front,2014-01-29T02:49:10.000Z
Front Left,2014-01-29T02:49:17.000Z
Back Right,2014-01-29T02:49:26.000Z
Mid Right Spot,2014-01-29T02:49:26.000Z
Left Side,2014-01-29T02:49:27.000Z
Mid Right Spot,2014-01-29T02:49:28.000Z
Front Left,2014-01-29T02:49:33.000Z
Another Spot,2014-01-29T02:49:34.000Z
Near the Front,2014-01-29T02:49:39.000Z
Near the Front,2014-01-29T02:49:47.000Z
Mid Right Spot,2014-01-29T02:49:50.000Z
Back Right,2014-01-29T02:49:55.000Z
Near the Party,2014-01-29T02:49:58.000Z
Another Spot,2014-01-29T02:50:00.000Z
Back Right,2014-01-29T02:50:05.000Z
Another Spot,2014-01-29T02:50:10.000Z
Front Left,2014-01-29T02:50:15.000Z
Near the Front,2014-01-29T02:50:15.000Z
Back Right,2014-01-29T02:50:15.000Z
Another Spot,2014-01-29T02:50:20.000Z
Back Right,2014-01-29T02:50:20.000Z
Front Left,2014-01-29T02:50:20.000Z
Front Left,2014-01-29T02:50:24.000Z
Mid Right Spot,2014-01-29T02:50:33.000Z
Near the Front,2014-01-29T02:50:35.000Z
Near the Party,2014-01-29T02:50:39.000Z
Near the Front,2014-01-29T02:50:43.000Z
Left Side,2014-01-29T02:50:47.000Z
Near the Front,2014-01-29T02:50:48.000Z
Left Side,2014-01-29T02:50:52.000Z
Another Spot,2014-01-29T02:50:54.000Z
Left Side,2014-01-29T02:50:57.000Z
Mid Right Spot,2014-01-29T02:51:12.000Z
Mid Right Spot,2014-01-29T02:51:17.000Z
Near the Front,2014-01-29T02:51:17.000Z
Mid Right Spot,2014-01-29T02:51:21.000Z
Mid Right Spot,2014-01-29T02:51:23.000Z
Mid Right Spot,2014-01-29T02:51:29.000Z
Mid Right Spot,2014-01-29T02:51:31.000Z
Near the Front,2014-01-29T02:51:34.000Z
Left Side,2014-01-29T02:51:45.000Z
Near the Front,2014-01-29T02:51:49.000Z
Front Left,2014-01-29T02:52:07.000Z
Mid Right Spot,2014-01-29T02:52:12.000Z
Front Left,2014-01-29T02:52:13.000Z
Near the Front,2014-01-29T02:52:31.000Z
Left Side,2014-01-29T02:52:31.000Z
Another Spot,2014-01-29T02:52:41.000Z
Near the Party,2014-01-29T02:52:42.000Z
Another Spot,2014-01-29T02:52:46.000Z
Another Spot,2014-01-29T02:52:54.000Z
Front Left,2014-01-29T02:52:55.000Z
Mid Right Spot,2014-01-29T02:52:56.000Z
Mid Right Spot,2014-01-29T02:52:58.000Z
Mid Right Spot,2014-01-29T02:53:03.000Z
Mid Right Spot,2014-01-29T02:53:08.000Z
Left Side,2014-01-29T02:53:08.000Z
Left Side,2014-01-29T02:53:12.000Z
Mid Right Spot,2014-01-29T02:53:13.000Z
Another Spot,2014-01-29T02:53:14.000Z
Mid Right Spot,2014-01-29T02:53:16.000Z
Near the Party,2014-01-29T02:53:20.000Z
Mid Right Spot,2014-01-29T02:53:20.000Z
Mid Right Spot,2014-01-29T02:53:25.000Z
Near the Party,2014-01-29T02:53:26.000Z
Party in the Back,2014-01-29T02:53:41.000Z
Left Side,2014-01-29T02:53:42.000Z
Front Left,2014-01-29T02:53:46.000Z
Back Right,2014-01-29T02:53:50.000Z
Party in the Back,2014-01-29T02:53:59.000Z
Back Right,2014-01-29T02:54:00.000Z
Near the Front,2014-01-29T02:54:07.000Z
Near the Front,2014-01-29T02:54:14.000Z
Party in the Back,2014-01-29T02:54:16.000Z
Party in the Back,2014-01-29T02:54:17.000Z
Left Side,2014-01-29T02:54:17.000Z
Mid Right Spot,2014-01-29T02:54:20.000Z
Near the Front,2014-01-29T02:54:20.000Z
Back Left,2014-01-29T02:54:22.000Z
Mid Right Spot,2014-01-29T02:54:23.000Z
Another Spot,2014-01-29T02:54:25.000Z
Mid Right Spot,2014-01-29T02:54:25.000Z
Left Side,2014-01-29T02:54:26.000Z
Back Left,2014-01-29T02:54:26.000Z
Party in the Back,2014-01-29T02:54:30.000Z
Back Left,2014-01-29T02:54:31.000Z
Near the Party,2014-01-29T02:54:33.000Z
Near the Front,2014-01-29T02:54:36.000Z
Back Left,2014-01-29T02:54:36.000Z
Near the Party,2014-01-29T02:54:39.000Z
Another Spot,2014-01-29T02:54:40.000Z
Back Left,2014-01-29T02:54:42.000Z
Mid Right Spot,2014-01-29T02:54:44.000Z
Another Spot,2014-01-29T02:54:45.000Z
Party in the Back,2014-01-29T02:54:46.000Z
Mid Right Spot,2014-01-29T02:54:47.000Z
Mid Right Spot,2014-01-29T02:54:49.000Z
Near the Front,2014-01-29T02:54:50.000Z
Mid Right Spot,2014-01-29T02:54:51.000Z
Another Spot,2014-01-29T02:54:57.000Z
Near the Party,2014-01-29T02:55:01.000Z
Back Left,2014-01-29T02:55:03.000Z
Mid Right Spot,2014-01-29T02:55:04.000Z
Mid Right Spot,2014-01-29T02:55:07.000Z
Mid Right Spot,2014-01-29T02:55:09.000Z
Mid Right Spot,2014-01-29T02:55:13.000Z
Front Left,2014-01-29T02:55:19.000Z
Mid Right Spot,2014-01-29T02:55:21.000Z
Near the Party,2014-01-29T02:55:22.000Z
Back Right,2014-01-29T02:55:24.000Z
Back Right,2014-01-29T02:55:29.000Z
Mid Right Spot,2014-01-29T02:55:30.000Z
Back Left,2014-01-29T02:55:35.000Z
Near the Party,2014-01-29T02:55:42.000Z
Mid Right Spot,2014-01-29T02:55:43.000Z
Mid Right Spot,2014-01-29T02:55:52.000Z
Back Right,2014-01-29T02:55:58.000Z
Left Side,2014-01-29T02:55:59.000Z
Another Spot,2014-01-29T02:56:03.000Z
Back Right,2014-01-29T02:56:08.000Z
Back Left,2014-01-29T02:56:10.000Z
Another Spot,2014-01-29T02:56:13.000Z
Back Right,2014-01-29T02:56:13.000Z
Back Left,2014-01-29T02:56:16.000Z
Back Right,2014-01-29T02:56:18.000Z
Front Left,2014-01-29T02:56:26.000Z
Another Spot,2014-01-29T02:56:36.000Z
Another Spot,2014-01-29T02:56:41.000Z
Mid Right Spot,2014-01-29T02:56:49.000Z
Mid Right Spot,2014-01-29T02:56:51.000Z
Mid Right Spot,2014-01-29T02:56:53.000Z
Near the Front,2014-01-29T02:56:55.000Z
Back Left,2014-01-29T02:57:02.000Z
Back Left,2014-01-29T02:57:06.000Z
Mid Right Spot,2014-01-29T02:57:10.000Z
Mid Right Spot,2014-01-29T02:57:13.000Z
Near the Front,2014-01-29T02:57:20.000Z
Mid Right Spot,2014-01-29T02:57:38.000Z
Front Left,2014-01-29T02:57:43.000Z
Near the Party,2014-01-29T02:57:52.000Z
Mid Right Spot,2014-01-29T02:57:53.000Z
Near the Party,2014-01-29T02:57:56.000Z
Mid Right Spot,2014-01-29T02:57:58.000Z
Mid Right Spot,2014-01-29T02:58:01.000Z
Party in the Back,2014-01-29T02:58:06.000Z
Party in the Back,2014-01-29T02:58:34.000Z
Party in the Back,2014-01-29T02:58:35.000Z
Near the Front,2014-01-29T02:58:43.000Z
Near the Party,2014-01-29T02:58:54.000Z
Near the Front,2014-01-29T02:58:57.000Z
Mid Right Spot,2014-01-29T02:59:01.000Z
Another Spot,2014-01-29T02:59:01.000Z
Back Right,2014-01-29T02:59:06.000Z
Another Spot,2014-01-29T02:59:06.000Z
Back Right,2014-01-29T02:59:18.000Z
Back Right,2014-01-29T02:59:23.000Z
Another Spot,2014-01-29T02:59:54.000Z
Back Right,2014-01-29T02:59:59.000Z
Back Left,2014-01-29T03:00:02.000Z
Back Left,2014-01-29T03:00:07.000Z
Near the Party,2014-01-29T03:00:17.000Z
Near the Party,2014-01-29T03:00:19.000Z
Front Left,2014-01-29T03:00:21.000Z
Party in the Back,2014-01-29T03:00:21.000Z
Mid Right Spot,2014-01-29T03:00:22.000Z
Another Spot,2014-01-29T03:00:24.000Z
Front Left,2014-01-29T03:00:27.000Z
Party in the Back,2014-01-29T03:00:30.000Z
Near the Party,2014-01-29T03:00:31.000Z
Back Left,2014-01-29T03:00:32.000Z
Near the Party,2014-01-29T03:00:37.000Z
Mid Right Spot,2014-01-29T03:00:40.000Z
Mid Right Spot,2014-01-29T03:00:43.000Z
Mid Right Spot,2014-01-29T03:00:45.000Z
Back Left,2014-01-29T03:01:08.000Z
Near the Party,2014-01-29T03:01:17.000Z
Front Left,2014-01-29T03:01:28.000Z
Near the Party,2014-01-29T03:01:32.000Z
Front Left,2014-01-29T03:01:32.000Z
Front Left,2014-01-29T03:01:37.000Z
Party in the Back,2014-01-29T03:01:38.000Z
Another Spot,2014-01-29T03:01:43.000Z
Mid Right Spot,2014-01-29T03:01:44.000Z
Back Left,2014-01-29T03:01:48.000Z
Mid Right Spot,2014-01-29T03:01:49.000Z
Another Spot,2014-01-29T03:01:50.000Z
Mid Right Spot,2014-01-29T03:01:53.000Z
Near the Party,2014-01-29T03:01:57.000Z
Left Side,2014-01-29T03:01:57.000Z
Front Left,2014-01-29T03:02:01.000Z
Back Left,2014-01-29T03:02:05.000Z
Left Side,2014-01-29T03:02:07.000Z
Back Left,2014-01-29T03:02:11.000Z
Left Side,2014-01-29T03:02:12.000Z
Back Left,2014-01-29T03:02:13.000Z
Near the Party,2014-01-29T03:02:26.000Z
Party in the Back,2014-01-29T03:02:26.000Z
Back Left,2014-01-29T03:02:31.000Z
Near the Party,2014-01-29T03:02:37.000Z
Near the Party,2014-01-29T03:02:42.000Z
Another Spot,2014-01-29T03:02:42.000Z
Near the Party,2014-01-29T03:02:47.000Z
Near the Party,2014-01-29T03:02:51.000Z
Back Left,2014-01-29T03:02:58.000Z
Back Right,2014-01-29T03:02:59.000Z
Mid Right Spot,2014-01-29T03:03:12.000Z
Near the Party,2014-01-29T03:03:20.000Z
Near the Party,2014-01-29T03:03:22.000Z
Mid Right Spot,2014-01-29T03:03:23.000Z
Mid Right Spot,2014-01-29T03:03:28.000Z
Party in the Back,2014-01-29T03:03:29.000Z
Mid Right Spot,2014-01-29T03:03:31.000Z
Mid Right Spot,2014-01-29T03:03:34.000Z
Party in the Back,2014-01-29T03:03:45.000Z
Left Side,2014-01-29T03:03:47.000Z
Near the Front,2014-01-29T03:03:55.000Z
Near the Front,2014-01-29T03:03:59.000Z
Back Left,2014-01-29T03:04:01.000Z
Near the Front,2014-01-29T03:04:04.000Z
Back Left,2014-01-29T03:04:08.000Z
Back Right,2014-01-29T03:04:10.000Z
Back Left,2014-01-29T03:04:12.000Z
Back Right,2014-01-29T03:04:14.000Z
Near the Party,2014-01-29T03:04:15.000Z
Left Side,2014-01-29T03:04:16.000Z
Back Left,2014-01-29T03:04:17.000Z
Near the Party,2014-01-29T03:04:20.000Z
Back Right,2014-01-29T03:04:21.000Z
Left Side,2014-01-29T03:04:21.000Z
Back Left,2014-01-29T03:04:23.000Z
Back Left,2014-01-29T03:04:27.000Z
Near the Party,2014-01-29T03:04:27.000Z
Left Side,2014-01-29T03:04:29.000Z
Left Side,2014-01-29T03:04:33.000Z
Back Left,2014-01-29T03:04:34.000Z
Back Left,2014-01-29T03:04:39.000Z
Party in the Back,2014-01-29T03:04:41.000Z
Back Left,2014-01-29T03:04:44.000Z
Mid Right Spot,2014-01-29T03:04:44.000Z
Mid Right Spot,2014-01-29T03:04:47.000Z
Back Left,2014-01-29T03:04:49.000Z
Mid Right Spot,2014-01-29T03:04:50.000Z
Near the Party,2014-01-29T03:04:51.000Z
Near the Party,2014-01-29T03:04:57.000Z
Back Left,2014-01-29T03:04:59.000Z
Near the Party,2014-01-29T03:05:01.000Z
Near the Party,2014-01-29T03:05:06.000Z
Mid Right Spot,2014-01-29T03:05:10.000Z
Near the Party,2014-01-29T03:05:12.000Z
Mid Right Spot,2014-01-29T03:05:13.000Z
Near the Party,2014-01-29T03:05:21.000Z
Mid Right Spot,2014-01-29T03:05:24.000Z
Near the Party,2014-01-29T03:05:27.000Z
Back Left,2014-01-29T03:05:29.000Z
Near the Party,2014-01-29T03:05:33.000Z
Back Left,2014-01-29T03:05:35.000Z
Left Side,2014-01-29T03:05:37.000Z
Back Left,2014-01-29T03:05:43.000Z
Near the Party,2014-01-29T03:05:43.000Z
Back Left,2014-01-29T03:05:45.000Z
Mid Right Spot,2014-01-29T03:05:47.000Z
Mid Right Spot,2014-01-29T03:05:50.000Z
Back Left,2014-01-29T03:05:51.000Z
Front Left,2014-01-29T03:05:55.000Z
Back Left,2014-01-29T03:05:57.000Z
Back Left,2014-01-29T03:06:05.000Z
Back Left,2014-01-29T03:06:11.000Z
Another Spot,2014-01-29T03:06:13.000Z
Back Left,2014-01-29T03:06:17.000Z
Near the Front,2014-01-29T03:06:17.000Z
Party in the Back,2014-01-29T03:06:18.000Z
Another Spot,2014-01-29T03:06:22.000Z
Party in the Back,2014-01-29T03:06:23.000Z
Near the Party,2014-01-29T03:06:30.000Z
Near the Party,2014-01-29T03:06:38.000Z
Near the Party,2014-01-29T03:06:43.000Z
Near the Party,2014-01-29T03:06:48.000Z
Back Left,2014-01-29T03:06:51.000Z
Near the Party,2014-01-29T03:06:54.000Z
Near the Party,2014-01-29T03:06:57.000Z
Party in the Back,2014-01-29T03:07:17.000Z
Back Left,2014-01-29T03:07:20.000Z
Back Left,2014-01-29T03:07:25.000Z
Back Left,2014-01-29T03:07:31.000Z
Back Right,2014-01-29T03:07:35.000Z
Party in the Back,2014-01-29T03:07:36.000Z
Back Left,2014-01-29T03:07:43.000Z
Near the Party,2014-01-29T03:08:01.000Z
Near the Party,2014-01-29T03:08:07.000Z
Mid Right Spot,2014-01-29T03:08:08.000Z
Near the Party,2014-01-29T03:08:16.000Z
Near the Party,2014-01-29T03:08:20.000Z
Party in the Back,2014-01-29T03:08:21.000Z
Back Right,2014-01-29T03:08:26.000Z
Near the Front,2014-01-29T03:08:30.000Z
Back Right,2014-01-29T03:08:35.000Z
Another Spot,2014-01-29T03:08:35.000Z
Party in the Back,2014-01-29T03:08:38.000Z
Near the Front,2014-01-29T03:08:40.000Z
Back Right,2014-01-29T03:08:40.000Z
Near the Front,2014-01-29T03:08:45.000Z
Back Right,2014-01-29T03:08:45.000Z
Another Spot,2014-01-29T03:08:50.000Z
Back Left,2014-01-29T03:08:53.000Z
Back Left,2014-01-29T03:08:55.000Z
Mid Right Spot,2014-01-29T03:08:59.000Z
Party in the Back,2014-01-29T03:09:03.000Z
Near the Front,2014-01-29T03:09:08.000Z
Party in the Back,2014-01-29T03:09:09.000Z
Near the Party,2014-01-29T03:09:13.000Z
Near the Party,2014-01-29T03:09:16.000Z
Near the Front,2014-01-29T03:09:17.000Z
Front Left,2014-01-29T03:09:18.000Z
Another Spot,2014-01-29T03:09:21.000Z
Front Left,2014-01-29T03:09:23.000Z
Near the Front,2014-01-29T03:09:26.000Z
Back Right,2014-01-29T03:09:26.000Z
Front Left,2014-01-29T03:09:28.000Z
Left Side,2014-01-29T03:09:41.000Z
Another Spot,2014-01-29T03:09:42.000Z
Left Side,2014-01-29T03:09:46.000Z
Another Spot,2014-01-29T03:09:47.000Z
Mid Right Spot,2014-01-29T03:09:52.000Z
Mid Right Spot,2014-01-29T03:09:55.000Z
Left Side,2014-01-29T03:10:06.000Z
Party in the Back,2014-01-29T03:10:20.000Z
Party in the Back,2014-01-29T03:10:23.000Z
Party in the Back,2014-01-29T03:10:24.000Z
Party in the Back,2014-01-29T03:10:30.000Z
Left Side,2014-01-29T03:10:31.000Z
Near the Front,2014-01-29T03:10:36.000Z
Back Left,2014-01-29T03:10:41.000Z
Another Spot,2014-01-29T03:10:41.000Z
Near the Party,2014-01-29T03:10:57.000Z
Back Right,2014-01-29T03:11:07.000Z
Party in the Back,2014-01-29T03:11:21.000Z
Back Left,2014-01-29T03:11:33.000Z
Near the Party,2014-01-29T03:11:39.000Z
Left Side,2014-01-29T03:11:41.000Z
Front Left,2014-01-29T03:11:41.000Z
Near the Party,2014-01-29T03:11:44.000Z
Another Spot,2014-01-29T03:11:46.000Z
Front Left,2014-01-29T03:11:47.000Z
Near the Front,2014-01-29T03:11:50.000Z
Another Spot,2014-01-29T03:11:50.000Z
Near the Party,2014-01-29T03:11:51.000Z
Left Side,2014-01-29T03:11:51.000Z
Front Left,2014-01-29T03:11:51.000Z
Mid Right Spot,2014-01-29T03:11:52.000Z
Party in the Back,2014-01-29T03:11:52.000Z
Mid Right Spot,2014-01-29T03:11:54.000Z
Party in the Back,2014-01-29T03:11:55.000Z
Back Left,2014-01-29T03:11:56.000Z
Front Left,2014-01-29T03:11:57.000Z
Mid Right Spot,2014-01-29T03:11:58.000Z
Mid Right Spot,2014-01-29T03:12:00.000Z
Near the Party,2014-01-29T03:12:05.000Z
Party in the Back,2014-01-29T03:12:05.000Z
Near the Front,2014-01-29T03:12:08.000Z
Near the Party,2014-01-29T03:12:19.000Z
Near the Front,2014-01-29T03:12:27.000Z
Front Left,2014-01-29T03:12:30.000Z
Back Left,2014-01-29T03:12:31.000Z
Back Left,2014-01-29T03:12:37.000Z
Front Left,2014-01-29T03:12:40.000Z
Front Left,2014-01-29T03:12:45.000Z
Party in the Back,2014-01-29T03:12:51.000Z
Back Left,2014-01-29T03:13:05.000Z
Another Spot,2014-01-29T03:13:18.000Z
Mid Right Spot,2014-01-29T03:13:24.000Z
Near the Front,2014-01-29T03:13:25.000Z
Mid Right Spot,2014-01-29T03:13:28.000Z
Near the Front,2014-01-29T03:13:30.000Z
Back Left,2014-01-29T03:13:31.000Z
Near the Front,2014-01-29T03:13:36.000Z
Near the Party,2014-01-29T03:13:40.000Z
Another Spot,2014-01-29T03:13:43.000Z
Near the Party,2014-01-29T03:13:44.000Z
Another Spot,2014-01-29T03:13:48.000Z
Near the Party,2014-01-29T03:13:56.000Z
Back Right,2014-01-29T03:13:57.000Z
Near the Party,2014-01-29T03:14:06.000Z
Another Spot,2014-01-29T03:14:13.000Z
Mid Right Spot,2014-01-29T03:14:16.000Z
Another Spot,2014-01-29T03:14:17.000Z
Mid Right Spot,2014-01-29T03:14:19.000Z
Front Left,2014-01-29T03:14:20.000Z
Front Left,2014-01-29T03:14:24.000Z
Mid Right Spot,2014-01-29T03:14:27.000Z
Mid Right Spot,2014-01-29T03:14:31.000Z
Back Left,2014-01-29T03:14:32.000Z
Mid Right Spot,2014-01-29T03:14:33.000Z
Near the Party,2014-01-29T03:14:44.000Z
Party in the Back,2014-01-29T03:14:44.000Z
Near the Party,2014-01-29T03:14:48.000Z
Front Left,2014-01-29T03:14:49.000Z
Party in the Back,2014-01-29T03:14:52.000Z
Near the Party,2014-01-29T03:14:52.000Z
Near the Party,2014-01-29T03:14:58.000Z
Back Left,2014-01-29T03:15:02.000Z
Near the Party,2014-01-29T03:15:06.000Z
Back Right,2014-01-29T03:15:07.000Z
Back Left,2014-01-29T03:15:08.000Z
Front Left,2014-01-29T03:15:09.000Z
Back Left,2014-01-29T03:15:12.000Z
Left Side,2014-01-29T03:15:13.000Z
Back Left,2014-01-29T03:15:17.000Z
Near the Front,2014-01-29T03:15:18.000Z
Back Left,2014-01-29T03:15:21.000Z
Near the Front,2014-01-29T03:15:30.000Z
Back Right,2014-01-29T03:15:34.000Z
Near the Party,2014-01-29T03:15:35.000Z
Back Left,2014-01-29T03:15:36.000Z
Near the Party,2014-01-29T03:15:39.000Z
Another Spot,2014-01-29T03:15:39.000Z
Back Left,2014-01-29T03:15:41.000Z
Left Side,2014-01-29T03:15:42.000Z
Left Side,2014-01-29T03:15:47.000Z
Near the Party,2014-01-29T03:15:49.000Z
Party in the Back,2014-01-29T03:15:55.000Z
Mid Right Spot,2014-01-29T03:15:56.000Z
Mid Right Spot,2014-01-29T03:15:59.000Z
Mid Right Spot,2014-01-29T03:16:01.000Z
Party in the Back,2014-01-29T03:16:07.000Z
Party in the Back,2014-01-29T03:16:11.000Z
Party in the Back,2014-01-29T03:16:17.000Z
Back Left,2014-01-29T03:16:18.000Z
Back Right,2014-01-29T03:16:25.000Z
Near the Party,2014-01-29T03:16:34.000Z
Back Right,2014-01-29T03:16:35.000Z
Near the Party,2014-01-29T03:16:37.000Z
Back Right,2014-01-29T03:16:44.000Z
Back Right,2014-01-29T03:16:48.000Z
Mid Right Spot,2014-01-29T03:16:56.000Z
Mid Right Spot,2014-01-29T03:16:59.000Z
Party in the Back,2014-01-29T03:17:04.000Z
Another Spot,2014-01-29T03:17:06.000Z
Mid Right Spot,2014-01-29T03:17:08.000Z
Mid Right Spot,2014-01-29T03:17:12.000Z
Party in the Back,2014-01-29T03:17:12.000Z
Mid Right Spot,2014-01-29T03:17:13.000Z
Mid Right Spot,2014-01-29T03:17:15.000Z
Near the Party,2014-01-29T03:17:28.000Z
Back Right,2014-01-29T03:17:32.000Z
Party in the Back,2014-01-29T03:17:44.000Z
Near the Front,2014-01-29T03:17:59.000Z
Near the Front,2014-01-29T03:18:04.000Z
Front Left,2014-01-29T03:18:07.000Z
Back Right,2014-01-29T03:18:09.000Z
Front Left,2014-01-29T03:18:12.000Z
Another Spot,2014-01-29T03:18:14.000Z
Back Right,2014-01-29T03:18:14.000Z
Back Right,2014-01-29T03:18:19.000Z
Near the Party,2014-01-29T03:18:22.000Z
Another Spot,2014-01-29T03:18:24.000Z
Near the Party,2014-01-29T03:18:27.000Z
Back Right,2014-01-29T03:18:29.000Z
Near the Front,2014-01-29T03:18:29.000Z
Near the Party,2014-01-29T03:18:33.000Z
Near the Front,2014-01-29T03:18:34.000Z
Front Left,2014-01-29T03:18:37.000Z
Party in the Back,2014-01-29T03:18:40.000Z
Front Left,2014-01-29T03:18:45.000Z
Near the Party,2014-01-29T03:19:01.000Z
Left Side,2014-01-29T03:19:04.000Z
